Product Name;Product Price;Product Old Price;Product Discount;Product Rating;Product Reviews;Product Link;Product Image
"JIEXIKA SPORT Bicyclette Enfant 16"" Bleu - 4 ans à 6ans";299.00 TND;349.00 TND;14%;;;https://jumia.com.tn/jiexika-sport-bicyclette-enfant-16-bleu-4-ans-a-6ans-733689.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/6337/1.jpg?4531
"JIEXIKA SPORT Bicyclette Enfant 16"" Rouge - 4 ans à 6ans";299.00 TND;349.00 TND;14%;;;https://jumia.com.tn/jiexika-sport-bicyclette-enfant-16-rouge-4-ans-a-6ans-733481.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/4337/1.jpg?9767
Generic Miracle Bicycle : Support universel de vélo et moto pour smartphone;69.00 TND;;;2;1;https://jumia.com.tn/miracle-bicycle-support-universel-de-velo-et-moto-pour-smartphone-baseus-mpg18186.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/1265/1.jpg?5606
Rideau velours Effet Black-out - beige -2 panneaux;129.00 TND;;;3.2;21;https://jumia.com.tn/sans-marque-rideau-velours-effet-black-out-beige-2-panneaux-336412.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4633/1.jpg?0356
"Bicyclette de Ville 26"" - YBJ-506 - 7 Vitesses - Noir";515.00 TND;725.00 TND;29%;;;https://jumia.com.tn/sans-marque-bicyclette-de-ville-26-ybj-506-7-vitesses-noir-608258.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/2806/1.jpg?0807
Dream Fashion Robe Velours Rouge;54.23 TND;85.00 TND;36%;5;2;https://jumia.com.tn/dream-fashion-robe-velours-rouge-209918.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/9902/1.jpg?6735
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire;53.00 TND;85.00 TND;38%;3;2;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-650351.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/3056/1.jpg?6567
Tapis de prière - Tapis Ramadhan - Sajada velour 135 x 85cm- Rouge;38.52 TND;45.00 TND;14%;5;1;https://jumia.com.tn/sans-marque-tapis-de-priere-tapis-ramadhan-sajada-velour-135-x-85cm-rouge-723530.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/5327/1.jpg?6668
Coussin décoratif eyelash -coussin oeil- velours doux -50x30;37.45 TND;55.00 TND;32%;5;2;https://jumia.com.tn/sans-marque-coussin-decoratif-eyelash-coussin-oeil-velours-doux-50x30-624962.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/9426/1.jpg?1292
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire Lamé;59.00 TND;85.00 TND;31%;4.3;3;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-lame-663600.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/6366/1.jpg?7955
Plaid en Velours  - 120x160cm - Plaid Bébé - Jeté en flanelle;19.90 TND;49.00 TND;59%;;;https://jumia.com.tn/sans-marque-plaid-en-velours-120x160cm-plaid-bebe-jete-en-flanelle-783374.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/3387/1.jpg?0718
Duo accessories Coussin velours Peneaple;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-peneaple-655402.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/4556/1.jpg?5419
EspaceDeco.Tn 4 Houssesdd e coussin en velours doux -  beige - 40x40cm;65.00 TND;149.00 TND;56%;;;https://jumia.com.tn/espacedeco.tn-4-houssesdd-e-coussin-en-velours-doux-beige-40x40cm-417628.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/6714/1.jpg?9726
Rideaux/2Panneaux - Toile veloutée - Anneaux -Bleu;141.00 TND;;;2;1;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-bleu-754211.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/2457/1.jpg?5312
Rideau velours Effet Black-out - bleu -2 panneaux;129.00 TND;;;3.5;8;https://jumia.com.tn/sans-marque-rideau-velours-effet-black-out-bleu-2-panneaux-335941.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9533/1.jpg?8697
Linda Plaid en Velours  - 195x240cm - Plaid Polaire - Jeté en flanelle 2 Places;22.90 TND;49.00 TND;53%;5;1;https://jumia.com.tn/linda-plaid-en-velours-195x240cm-plaid-polaire-jete-en-flanelle-2-places-795604.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/6597/1.jpg?5069
Linda Plaid en Velours  - 200x240cm - Plaid Polaire - Jeté en flanelle 2 Places;35.00 TND;;;;;https://jumia.com.tn/linda-plaid-en-velours-200x240cm-plaid-polaire-jete-en-flanelle-2-places-796893.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/8697/1.jpg?2106
Mini Tapis de prière - Sajada velour 65 x 35cm- Gris;19.90 TND;29.00 TND;31%;;;https://jumia.com.tn/sans-marque-mini-tapis-de-priere-sajada-velour-65-x-35cm-gris-830602.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/6038/1.jpg?6920
Hummel Casquette HMLHAT Demi-Velours  T970112-2001 -Noir;31.00 TND;49.90 TND;38%;;;https://jumia.com.tn/hummel-casquette-hmlhat-demi-velours-t970112-2001-noir-726217.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/2627/1.jpg?9588
Linda Plaid en Velours  - 195x240cm - Plaid Polaire - Jeté en flanelle 2 Places;22.90 TND;49.00 TND;53%;;;https://jumia.com.tn/linda-plaid-en-velours-195x240cm-plaid-polaire-jete-en-flanelle-2-places-795606.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/6597/1.jpg?5069
Callibelle Lait de Corps Velouté Revitalise le Peau à l'Extrait de Pêche - 250ml;12.60 TND;20.00 TND;37%;5;1;https://jumia.com.tn/callibelle-lait-de-corps-veloute-revitalise-le-peau-a-lextrait-de-peche-250ml-566016.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/0665/1.jpg?1778
Dream Fashion Robe noire maxi en velours;72.25 TND;85.00 TND;15%;3.5;2;https://jumia.com.tn/dream-fashion-robe-noire-maxi-en-velours-318421.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/4813/1.jpg?1507
Rideau velours Effet Black-out - gris -2 panneaux;129.00 TND;;;4;29;https://jumia.com.tn/sans-marque-rideau-velours-effet-black-out-gris-2-panneaux-335954.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/9533/1.jpg?2978
Plaid en Velours  - 120x160cm - Plaid Bébé - Jeté en flanelle;19.90 TND;49.00 TND;59%;4;1;https://jumia.com.tn/sans-marque-plaid-en-velours-120x160cm-plaid-bebe-jete-en-flanelle-782529.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/5287/1.jpg?9310
Plaid en Velours  - 120x160cm - Plaid Bébé - Jeté en flanelle;19.90 TND;49.00 TND;59%;;;https://jumia.com.tn/sans-marque-plaid-en-velours-120x160cm-plaid-bebe-jete-en-flanelle-783370.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/3387/1.jpg?0656
Coussin lombaire - Velours - Noir;39.00 TND;55.00 TND;29%;2.5;4;https://jumia.com.tn/sans-marque-coussin-lombaire-velours-noir-276774.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/7672/1.jpg?1616
Linda Plaid en Velours  2 Places - 195x240cm - Plaid Polaire - Jeté en flanelle;22.90 TND;49.00 TND;53%;5;1;https://jumia.com.tn/linda-plaid-en-velours-2-places-195x240cm-plaid-polaire-jete-en-flanelle-795613.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6597/1.jpg?5068
Dream Fashion Robe soirée En Velours  Avec Bande Tulle noir;43.35 TND;85.00 TND;49%;;;https://jumia.com.tn/dream-fashion-robe-soiree-en-velours-avec-bande-tulle-noir-300808.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/8003/1.jpg?4065
Wenko Tapis de bain-Chenille-velouté & antidérapant-50x80cm-Beige-Polyester;128.00 TND;141.00 TND;9%;5;1;https://jumia.com.tn/wenko-tapis-de-bain-chenille-veloute-antiderapant-50x80cm-beige-polyester-603674.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/6306/1.jpg?3242
Roge Cavailles Savon Huile veloutant Argan Et Amande;19.50 TND;21.50 TND;9%;;;https://jumia.com.tn/roge-cavailles-savon-huile-veloutant-argan-et-amande-778634.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/6877/1.jpg?4847
Tapis de prière - Tapis Ramadhan - Sajada velour 135 x 85cm- Jaune;38.52 TND;45.00 TND;14%;5;2;https://jumia.com.tn/sans-marque-tapis-de-priere-tapis-ramadhan-sajada-velour-135-x-85cm-jaune-723525.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/5327/1.jpg?6669
Coussin carré - Velours jaguar - 45*45 cm - Jaune moutarde;20.00 TND;30.00 TND;33%;3.8;4;https://jumia.com.tn/sans-marque-coussin-carre-velours-jaguar-4545-cm-jaune-moutarde-116386.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/3611/1.jpg?2269
Deco.Tn Coussin décoratif velours - Bleu canard - 50x30;9.90 TND;43.00 TND;77%;;;https://jumia.com.tn/deco.tn-coussin-decoratif-velours-bleu-canard-50x30-411713.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/7114/1.jpg?7925
Coussin décoratif velours - Bordeau;35.00 TND;;;;;https://jumia.com.tn/sans-marque-coussin-decoratif-velours-bordeau-327289.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2723/1.jpg?5075
Roge Cavailles Huile Bain Douche VELOUTANTE Argan Et Amande (Peaux Sensibles) 250ml;26.90 TND;47.00 TND;43%;4;1;https://jumia.com.tn/roge-cavailles-huile-bain-douche-veloutante-argan-et-amande-peaux-sensibles-250ml-778664.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6877/1.jpg?6706
CONFORT AUTO CAR Couvre siège Auto confort aspect velours;59.50 TND;72.00 TND;17%;;;https://jumia.com.tn/confort-auto-car-couvre-siege-auto-confort-aspect-velours-710048.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/0017/1.jpg?6927
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire;55.00 TND;85.00 TND;35%;;;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-650344.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/3056/1.jpg?6507
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire Lamé;59.00 TND;85.00 TND;31%;;;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-lame-663598.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/5366/1.jpg?1095
Rideaux/2Panneaux - Toile veloutée - Anneaux - Vert;141.00 TND;;;;;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-vert-756780.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/7657/1.jpg?5127
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire Lamé;59.00 TND;85.00 TND;31%;5;3;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-lame-663594.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/5366/1.jpg?7506
Dream Fashion Robe longue velours croisée;75.00 TND;120.00 TND;38%;2.7;3;https://jumia.com.tn/dream-fashion-robe-longue-velours-croisee-222002.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/0222/1.jpg?0671
Duo accessories Coussin velours Plant river;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-plant-river-655396.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/3556/1.jpg?5412
Coussin décoratif eyelash -coussin oeil- velours doux -50x30;37.45 TND;55.00 TND;32%;;;https://jumia.com.tn/sans-marque-coussin-decoratif-eyelash-coussin-oeil-velours-doux-50x30-626360.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/3626/1.jpg?1292
Dream Fashion Robe soirée En Velours  Avec Bande Tulle noir;43.35 TND;85.00 TND;49%;3.5;2;https://jumia.com.tn/dream-fashion-robe-soiree-en-velours-avec-bande-tulle-noir-728480.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/4827/1.jpg?5167
EspaceDeco.Tn Rideau Occultant lourd - a oeillets -1 panneau 140x240cm -   velour - jaune;85.00 TND;;;3;1;https://jumia.com.tn/espacedeco.tn-rideau-occultant-lourd-a-oeillets-1-panneau-140x240cm-velour-jaune-314963.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/9413/1.jpg?5446
EDUC'ART Vélociraptor Dinosaure - Puzzle 3D Bois;25.00 TND;;;3;1;https://jumia.com.tn/educart-velociraptor-dinosaure-puzzle-3d-bois-808675.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/6808/1.jpg?4094
Dream Fashion Robe manches ajouré - Velours - Noire;75.00 TND;;;5;3;https://jumia.com.tn/dream-fashion-robe-manches-ajoure-velours-noire-22780.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/722/1.jpg?0166
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire Lamé;59.00 TND;85.00 TND;31%;;;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-lame-663603.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/6366/1.jpg?7945
EspaceDeco.Tn Coussin avec rembourrage  en velours doux -  beige - 40x40cm;45.00 TND;;;;;https://jumia.com.tn/espacedeco.tn-coussin-avec-rembourrage-en-velours-doux-beige-40x40cm-417629.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/6714/1.jpg?9725
EspaceDeco.Tn Rideau Occultant lourd -a oeillets -  rose clair- velour;65.00 TND;85.00 TND;24%;;;https://jumia.com.tn/espacedeco.tn-rideau-occultant-lourd-a-oeillets-rose-clair-velour-314958.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/9413/1.jpg?2366
Rideaux/2Panneaux- Toile veloutée - Anneaux - Vert D'eau;141.00 TND;;;;;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-vert-deau-756779.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/7657/1.jpg?5127
Deco.Tn Coussin décoratif - velours -bleu;12.50 TND;50.00 TND;75%;4.5;2;https://jumia.com.tn/deco.tn-coussin-decoratif-velours-bleu-600514.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/5006/1.jpg?5647
Sur_Mesur Rideau - Velours - Bleu - 3m;88.00 TND;130.00 TND;32%;4;1;https://jumia.com.tn/surmesur-rideau-velours-bleu-3m-588802.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/8885/1.jpg?0158
CONFORT AUTO CAR Couvre siège Auto confort aspect velours;59.50 TND;72.00 TND;17%;3;1;https://jumia.com.tn/couvre-siege-auto-noir-rouge-white-label-mpg4982.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/467/1.jpg?1572
Deco.Tn Coussin décoratif - velours -bleu et blanc;12.50 TND;50.00 TND;75%;;;https://jumia.com.tn/deco.tn-coussin-decoratif-velours-bleu-et-blanc-600510.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/5006/1.jpg?5647
Sur_Mesur Pack de Trois Coussins - Velours - Jaune;49.00 TND;90.00 TND;46%;4;30;https://jumia.com.tn/surmesur-pack-de-trois-coussins-velours-jaune-27118.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/172/1.jpg?9963
Couvre Lit Velour 2Places Avec 2Taie D’oreiller - Bleu Imprimée Gris - AKSARAY;99.00 TND;119.00 TND;17%;4;1;https://jumia.com.tn/sans-marque-couvre-lit-velour-2places-avec-2taie-doreiller-bleu-imprimee-gris-aksaray-367621.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/6763/1.jpg?3927
Duo accessories Coussin velours Exotic flower;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-exotic-flower-655381.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/3556/1.jpg?5157
"Nuxe Lait Velouté Moyenne Protection SPF20 ""Bio-Beauté""";62.90 TND;70.00 TND;10%;;;https://jumia.com.tn/nuxe-lait-veloute-moyenne-protection-spf20-bio-beaute-627152.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1726/1.jpg?0115
Linda Plaid en Velours avec 2 coussins - 2 places - Plaid 220x240cm - LAMÉ;53.00 TND;85.00 TND;38%;5;1;https://jumia.com.tn/linda-plaid-en-velours-avec-2-coussins-2-places-plaid-220x240cm-lame-650354.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/3056/1.jpg?3227
Duo accessories Coussin Rectangulaire velours Feuilles-Noir;45.00 TND;;;;;https://jumia.com.tn/duo-accessories-coussin-rectangulaire-velours-feuilles-noir-658479.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/4856/1.jpg?3768
Roge Cavailles Huile Bain Douche Veloutante Nettoie en Douceur et Nourrit Intensément - 250ml;27.30 TND;45.00 TND;39%;;;https://jumia.com.tn/roge-cavailles-huile-bain-douche-veloutante-nettoie-en-douceur-et-nourrit-intensement-250ml-617885.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/8716/1.jpg?1008
Dream Fashion Robe noire longue en velours;80.75 TND;95.00 TND;15%;;;https://jumia.com.tn/dream-fashion-robe-noire-longue-en-velours-728476.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/4827/1.jpg?8130
Flora Plaid élastique en Velours avec 2 Coussins - 2 Places - Plaid 220x240cm Rouge;55.00 TND;65.00 TND;15%;;;https://jumia.com.tn/flora-plaid-elastique-en-velours-avec-2-coussins-2-places-plaid-220x240cm-rouge-802232.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2208/1.jpg?1706
Deco.Tn Coussin décoratif - velours - noir marron blanc;12.50 TND;50.00 TND;75%;;;https://jumia.com.tn/deco.tn-coussin-decoratif-velours-noir-marron-blanc-600508.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/5006/1.jpg?5647
Pouf cylindrique velour -Ø45 x H35 cm - intérieur;49.00 TND;59.00 TND;17%;4;1;https://jumia.com.tn/sans-marque-pouf-cylindrique-velour-o45-x-h35-cm-interieur-274200.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/2472/1.jpg?6524
Plaid en Velours avec 2 coussins - 2 places -Plaid polaire;69.55 TND;85.00 TND;18%;2;4;https://jumia.com.tn/sans-marque-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-650356.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/3056/1.jpg?3627
deux Coussin décoratif - velours -;25.00 TND;99.00 TND;75%;;;https://jumia.com.tn/sans-marque-deux-coussin-decoratif-velours-632877.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/8236/1.jpg?3459
Rideaux/2Panneaux - Toile veloutée - Anneaux - Bleu/Vert;141.00 TND;;;;;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-bleuvert-756782.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/7657/1.jpg?5129
Rideaux/2Panneaux - Toile veloutée - Anneaux -Jaune;141.00 TND;;;;;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-jaune-753648.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/6357/1.jpg?7947
Coussin lombaire - Velours - Rouge;39.00 TND;55.00 TND;29%;5;1;https://jumia.com.tn/sans-marque-coussin-lombaire-velours-rouge-276772.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/7672/1.jpg?0180
Coussin décoratif velours - motard- Marbrés;13.50 TND;65.00 TND;79%;4;1;https://jumia.com.tn/sans-marque-coussin-decoratif-velours-motard-marbres-432392.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/3234/1.jpg?5107
Sur_Mesur Pack de Trois Coussins - Velours - Gris Claire;49.00 TND;90.00 TND;46%;3.6;13;https://jumia.com.tn/surmesur-pack-de-trois-coussins-velours-gris-claire-27119.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/172/1.jpg?0055
SO BIO Crème Corps Veloutée Mon Lait D'anesse - 200ml -;39.90 TND;48.00 TND;17%;;;https://jumia.com.tn/so-bio-creme-corps-veloutee-mon-lait-danesse-200ml-815534.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/5518/1.jpg?5964
Generic Plaid en Velours avec 2 coussins - 2 places -Plaid polaire- 3 pièces;69.90 TND;79.00 TND;12%;;;https://jumia.com.tn/generic-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-3-pieces-777322.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/3777/1.jpg?5506
Linda Plaid en Velours avec 2 coussins - 2 places -Plaid Polaire -220x240cm-;65.00 TND;79.00 TND;18%;;;https://jumia.com.tn/linda-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-220x240cm-784351.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/3487/1.jpg?3808
Linda Plaid en Velours avec 2 coussins - 2 places -Plaid Polaire -220x240cm-;65.00 TND;79.00 TND;18%;;;https://jumia.com.tn/linda-plaid-en-velours-avec-2-coussins-2-places-plaid-polaire-220x240cm-784353.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3487/1.jpg?3808
KONTAKT Pantalon Slim Homme - Touché Velour - Vert Kaki;99.90 TND;;;5;1;https://jumia.com.tn/kontakt-pantalon-slim-homme-touche-velour-vert-kaki-722124.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/1227/1.jpg?4578
Wenko Tapis de bain-Chenille-velouté & antidérapant-50x80cm-Corail-Polyester;111.00 TND;122.00 TND;9%;4;1;https://jumia.com.tn/wenko-tapis-de-bain-chenille-veloute-antiderapant-50x80cm-corail-polyester-603664.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6306/1.jpg?7601
Sur_Mesur Pack de Trois Coussins - Velours - Marron;49.00 TND;90.00 TND;46%;4;4;https://jumia.com.tn/surmesur-pack-de-trois-coussins-velours-marron-30085.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/003/1.jpg?2307
Rideaux/2Panneaux - Toile veloutée - Anneaux - Rouge;141.00 TND;;;;;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-rouge-755692.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6557/1.jpg?9807
Duo accessories Coussin velours Line art me and you green;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-line-art-me-and-you-green-655437.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/4556/1.jpg?5421
Linda Couverture-jetée en Velours et LAMÉ avec 2 Coussins - Plaid 2 Places - Gris LAMÉ;69.55 TND;85.00 TND;18%;;;https://jumia.com.tn/linda-couverture-jetee-en-velours-et-lame-avec-2-coussins-plaid-2-places-gris-lame-650357.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/3056/1.jpg?3529
Pac Coussins décoratifs Velours jaunne;44.00 TND;120.00 TND;63%;;;https://jumia.com.tn/sans-marque-pac-coussins-decoratifs-velours-jaunne-801441.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4108/1.jpg?4977
Linda Couverture-jetée en Velours et LAMÉ avec 2 Coussins - Plaid 2 Places - Rouge Plume LAMÉ;69.55 TND;85.00 TND;18%;;;https://jumia.com.tn/linda-couverture-jetee-en-velours-et-lame-avec-2-coussins-plaid-2-places-rouge-plume-lame-787838.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8787/1.jpg?3528
Rideaux/2Panneaux - Toile veloutée - Anneaux - Jaune;141.00 TND;;;;;https://jumia.com.tn/sans-marque-rideaux2panneaux-toile-veloutee-anneaux-jaune-756781.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/7657/1.jpg?5129
deux Coussin décoratif - velours -;25.00 TND;99.00 TND;75%;;;https://jumia.com.tn/sans-marque-deux-coussin-decoratif-velours-632878.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8236/1.jpg?3258
Deco.Tn Coussin décoratif - velours - noir jaune blanc;15.00 TND;50.00 TND;70%;;;https://jumia.com.tn/deco.tn-coussin-decoratif-velours-noir-jaune-blanc-600509.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/5006/1.jpg?5647
EspaceDeco.Tn Coussin - Velours - rose;18.00 TND;45.00 TND;60%;3;1;https://jumia.com.tn/espacedeco.tn-coussin-velours-rose-313003.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/0313/1.jpg?6905
Sur_Mesur Pack : Trois Coussins - Velours - Vert pistache;49.00 TND;90.00 TND;46%;4;3;https://jumia.com.tn/surmesur-pack-trois-coussins-velours-vert-pistache-55107.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/155/1.jpg?2625
Dream Fashion Robe femme en velours;85.00 TND;;;;;https://jumia.com.tn/dream-fashion-robe-femme-en-velours-805258.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/2508/1.jpg?7687
Evoluderm Gommage Visage Velours Pêche - 150 gr;21.90 TND;29.90 TND;27%;;;https://jumia.com.tn/evoluderm-gommage-visage-velours-peche-150-gr-827457.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/4728/1.jpg?5108
EDUC'ART Vélociraptor Dinosaure - Puzzle 3D en carton double cannelure;25.00 TND;;;;;https://jumia.com.tn/educart-velociraptor-dinosaure-puzzle-3d-en-carton-double-cannelure-816331.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3618/1.jpg?2349
